Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Bangladesh,Price / Bangladesh,Compare At Price / Bangladesh,Included / International,Price / International,Compare At Price / International,Status
lather-mens-canvas-3,,,,,,,,,s,,,green,,,,,'1511,0.0,shopify,8,deny,manual,110.00,130.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/foot1.jpg?v=1725791366,2,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
lather-mens-canvas-3,,,,,,,,,s,,,blue,,,,,'1512,0.0,shopify,10,deny,manual,110.00,130.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/foot2.jpg?v=1725791366,3,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
lather-mens-canvas-3,,,,,,,,,s,,,yellow,,,,,'1513,0.0,shopify,7,deny,manual,110.00,130.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/foot3.jpg?v=1725791366,4,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
lather-mens-canvas-3,,,,,,,,,s,,,white,,,,,'1514,0.0,shopify,6,deny,manual,110.00,130.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/foot7.jpg?v=1725791367,5,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
lather-mens-canvas-3,,,,,,,,,m,,,red,,,,,'1515,0.0,shopify,5,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
lather-mens-canvas-3,,,,,,,,,m,,,green,,,,,'1516,0.0,shopify,8,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
lather-mens-canvas-3,,,,,,,,,m,,,blue,,,,,'1517,0.0,shopify,9,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
lather-mens-canvas-3,,,,,,,,,m,,,yellow,,,,,'1518,0.0,shopify,6,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
lather-mens-canvas-3,,,,,,,,,m,,,white,,,,,'1519,0.0,shopify,4,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
lather-mens-canvas-3,,,,,,,,,l,,,red,,,,,'1520,0.0,shopify,3,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
lather-mens-canvas-3,,,,,,,,,l,,,green,,,,,'1521,0.0,shopify,0,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
lather-mens-canvas-3,,,,,,,,,l,,,blue,,,,,'1522,0.0,shopify,6,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
lather-mens-canvas-3,,,,,,,,,l,,,yellow,,,,,'1523,0.0,shopify,8,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
lather-mens-canvas-3,,,,,,,,,l,,,white,,,,,'1524,0.0,shopify,10,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
lather-mens-canvas-3,,,,,,,,,xl,,,red,,,,,'1525,0.0,shopify,6,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
lather-mens-canvas-3,,,,,,,,,xl,,,green,,,,,'1526,0.0,shopify,8,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
lather-mens-canvas-3,,,,,,,,,xl,,,blue,,,,,'1527,0.0,shopify,9,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
lather-mens-canvas-3,,,,,,,,,xl,,,yellow,,,,,'1528,0.0,shopify,7,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
lather-mens-canvas-3,,,,,,,,,xl,,,white,,,,,'1529,0.0,shopify,5,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
sprint-mens-canvas,Sprint Men's Canvas,"<p>[short_description]</p>
<p> </p>
<p><span>All the Lorem Ipsum generators on the Internet tend to repeat predefined chunks as necessary, making this the first true generator on the Internet. </span></p>
<p>[/short_description]</p>
<p>[product_description]</p>
<p> </p>
<p><span>There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humour, or randomised words which don't look even slightly believable. If you are going to use a passage of Lorem Ipsum, you need to be sure there isn't anything embarrassing hidden in the middle of text.</span></p>
<p> </p>
<p><span>All the Lorem Ipsum generators on the Internet tend to repeat predefined chunks as necessary, making this the first true generator on the Internet. It uses a dictionary of over 200 Latin words, combined with a handful of model sentence structures, to generate Lorem Ipsum which looks reasonable.</span></p>
<p> </p>
<p><span>The generated Lorem Ipsum is therefore always free from repetition, injected humour, or non-characteristic words etc.</span></p>
<p>[/product_description]</p>
<p>[unique_description_1]</p>
<p> </p>
<h6>The standard Lorem Ipsum passage, used since the 1500s</h6>
<p>""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.""</p>
<h6>Section 1.10.32 of ""de Finibus Bonorum et Malorum"", written by Cicero in 45 BC</h6>
<p>""Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet, consectetur, adipisci velit, sed quia non numquam eius modi tempora incidunt ut labore et dolore magnam aliquam quaerat voluptatem. Ut enim ad minima veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquid ex ea commodi consequatur? Quis autem vel eum iure reprehenderit qui in ea voluptate velit esse quam nihil molestiae consequatur, vel illum qui dolorem eum fugiat quo voluptas nulla pariatur?""</p>
<p>[/unique_description_1]</p>",Vendor 12,Uncategorized,Type 12,"blue, green, red",true,Color,red,,,,,,,,'111,0.0,shopify,11,deny,manual,99.00,111.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/foot1.jpg?v=1725791366,1,"",false,,"All the Lorem Ipsum generators on the Internet tend to repeat predefined chunks as necessary, making this the first true generator on the Internet. There are many variations of passages of Lorem Ipsum available.",,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
sprint-mens-canvas,,,,,,,,,green,,,,,,,,'112,0.0,shopify,9,deny,manual,99.00,111.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/foot2.jpg?v=1725791366,2,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
sprint-mens-canvas,,,,,,,,,blue,,,,,,,,'113,0.0,shopify,5,deny,manual,99.00,111.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/foot3.jpg?v=1725791366,3,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
sprint-mens-canvas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/foot7.jpg?v=1725791367,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
sprint-mens-canvas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/foot9.jpg?v=1725791367,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
lather-mens-lofer,Lather Men's Lofer,"<p>A long established fact that a reader will be distracted by the readable content of a page when looking at its layout. The point of using Lorem Ipsum is that it has a more-or-less normal distribution of letters, as opposed to using 'Content here, content here', making it look like readable English. Many desktop publishing packages and web page editors now use Lorem Ipsum as their default model text, and a search for 'lorem ipsum' will uncover many web sites still in their infancy. Various versions have evolved over the years, sometimes by accident, sometimes on purpose (injected humour and the like.</p>
<p>Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.</p>
<p><img src=""//cdn.shopify.com/s/files/1/0082/5078/5910/files/mens-t-shirt-size-chart_ed0b1fdd-271a-4221-9d65-41a27bf4c685_2048x2048.png?v=1538311686"" alt=""""></p>",Vendor 10,Uncategorized,Type 10,"gold, gray, magenta, maroon, white",true,Color,white,,,,,,,,'1510,0.0,,0,deny,manual,19.00,21.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/foot4.jpg?v=1725791367,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
lather-mens-lofer,,,,,,,,,gold,,,,,,,,'1511,0.0,,0,deny,manual,19.00,21.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/foot6.jpg?v=1725791367,2,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
lather-mens-lofer,,,,,,,,,gray,,,,,,,,'1512,0.0,,0,deny,manual,19.00,21.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/foot8.jpg?v=1725791367,3,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
lather-mens-lofer,,,,,,,,,magenta,,,,,,,,'1513,0.0,,0,deny,manual,19.00,21.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/foot10.jpg?v=1725791367,4,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
lather-mens-lofer,,,,,,,,,maroon,,,,,,,,'1514,0.0,,0,deny,manual,19.00,21.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/foot5.jpg?v=1725791366,5,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
lather-mens-canvas-2,Lather Men's Canvas,"<p>At vero eos et accusamus et iusto odio dignissimos ducimus qui blanditiis praesentium voluptatum deleniti atque corrupti quos dolores et quas molestias excepturi sint occaecati cupiditate non provident, similique sunt in culpa qui officia deserunt mollitia animi, id est laborum et dolorum fuga. Et harum quidem rerum facilis est et expedita distinctio. Nam libero tempore, cum soluta nobis est eligendi optio cumque nihil impedit quo minus id quod maxime placeat facere possimus, omnis voluptas assumenda est, omnis dolor repellendus. Temporibus autem quibusdam et aut officiis debitis aut rerum necessitatibus saepe eveniet ut et voluptates repudiandae sint et molestiae non recusandae. Itaque earum rerum hic tenetur a sapiente delectus, ut aut reiciendis voluptatibus maiores alias consequatur aut perferendis doloribus asperiores repellat.</p>
<p>In a free hour, when our power of choice is untrammelled and when nothing prevents our being able to do what we like best, every pleasure is to be welcomed and every pain avoided. But in certain circumstances and owing to the claims of duty or the obligations of business it will frequently occur that pleasures have to be repudiated and annoyances accepted. The wise man therefore always holds in these matters to this principle of selection: he rejects pleasures to secure other greater pleasures, or else he endures pains to avoid worse pains.</p>
[short_description]
<p>At vero eos et accusamus et iusto odio dignissimos ducimus qui blanditiis praesentium voluptatum deleniti atque corrupti quos dolores et quas molestias excepturi sint occaecati cupiditate non provident, similique sunt in culpa qui officia deserunt mollitia animi, id est laborum et dolorum fuga.</p>
[/short_description] [product_description]
<p>At vero eos et accusamus et iusto odio dignissimos ducimus qui blanditiis praesentium voluptatum deleniti atque corrupti quos dolores et quas molestias excepturi sint occaecati cupiditate non provident, similique sunt in culpa qui officia deserunt mollitia animi, id est laborum et dolorum fuga. Et harum quidem rerum facilis est et expedita distinctio. Nam libero tempore, cum soluta nobis est eligendi optio cumque nihil impedit quo minus id quod maxime placeat facere possimus, omnis voluptas assumenda est, omnis dolor repellendus. Temporibus autem quibusdam et aut officiis debitis aut rerum necessitatibus saepe eveniet ut et voluptates repudiandae sint et molestiae non recusandae. Itaque earum rerum hic tenetur a sapiente delectus, ut aut reiciendis voluptatibus maiores alias consequatur aut perferendis doloribus asperiores repellat.</p>
<p>In a free hour, when our power of choice is untrammelled and when nothing prevents our being able to do what we like best, every pleasure is to be welcomed and every pain avoided. But in certain circumstances and owing to the claims of duty or the obligations of business it will frequently occur that pleasures have to be repudiated and annoyances accepted. The wise man therefore always holds in these matters to this principle of selection: he rejects pleasures to secure other greater pleasures, or else he endures pains to avoid worse pains.</p>
[/product_description]",Vendor 4,Uncategorized,Type 4,"",true,Title,Default Title,,,,,,,,'501,0.0,shopify,0,deny,manual,19.00,29.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/foot7.jpg?v=1725791367,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
lather-mens-canvas-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/foot9.jpg?v=1725791367,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
lather-mens-canvas-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/foot4.jpg?v=1725791367,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
lather-mens-canvas-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/foot6.jpg?v=1725791367,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
lather-mens-canvas-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/foot8.jpg?v=1725791367,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
legacy-lather-sneaker-1,Legacy Lather Sneaker,"<p>Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up one of the more obscure Latin words, consectetur, from a Lorem Ipsum passage, and going through the cites of the word in classical literature, discovered the undoubtable source. Lorem Ipsum comes from sections 1.10.32 and 1.10.33 of ""de Finibus Bonorum et Malorum"" (The Extremes of Good and Evil) by Cicero, written in 45 BC. This book is a treatise on the theory of ethics, very popular during the Renaissance. The first line of Lorem Ipsum, ""Lorem ipsum dolor sit amet.."", comes from a line in section 1.10.32.</p>
<p>The standard chunk of Lorem Ipsum used since the 1500s is reproduced below for those interested. Sections 1.10.32 and 1.10.33 from ""de Finibus Bonorum et Malorum"" by Cicero are also reproduced in their exact original form, accompanied by English versions from the 1914 translation by H. Rackham.</p>
[new_products]300[/new_products] [short_description]
<p>Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia,</p>
[/short_description] [product_description]
<p>Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up one of the more obscure Latin words, consectetur, from a Lorem Ipsum passage, and going through the cites of the word in classical literature, discovered the undoubtable source. Lorem Ipsum comes from sections 1.10.32 and 1.10.33 of ""de Finibus Bonorum et Malorum"" (The Extremes of Good and Evil) by Cicero, written in 45 BC. This book is a treatise on the theory of ethics, very popular during the Renaissance. The first line of Lorem Ipsum, ""Lorem ipsum dolor sit amet.."", comes from a line in section 1.10.32.</p>
<p>The standard chunk of Lorem Ipsum used since the 1500s is reproduced below for those interested. Sections 1.10.32 and 1.10.33 from ""de Finibus Bonorum et Malorum"" by Cicero are also reproduced in their exact original form, accompanied by English versions from the 1914 translation by H. Rackham.</p>
[/product_description]",Vendor 1,Uncategorized,Type 1,"blue, green, l, m, red, s, white, xl, yellow",true,Size,s,,Color,red,,,,,'1510,0.0,shopify,10,deny,manual,110.00,130.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/foot8.jpg?v=1725791367,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
legacy-lather-sneaker-1,,,,,,,,,s,,,green,,,,,'1511,0.0,shopify,8,deny,manual,110.00,130.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/foot10.jpg?v=1725791367,2,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
legacy-lather-sneaker-1,,,,,,,,,s,,,blue,,,,,'1512,0.0,shopify,10,deny,manual,110.00,130.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/foot5.jpg?v=1725791366,3,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
legacy-lather-sneaker-1,,,,,,,,,s,,,yellow,,,,,'1513,0.0,shopify,7,deny,manual,110.00,130.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/foot1.jpg?v=1725791366,4,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
legacy-lather-sneaker-1,,,,,,,,,s,,,white,,,,,'1514,0.0,shopify,6,deny,manual,110.00,130.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/foot2.jpg?v=1725791366,5,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
legacy-lather-sneaker-1,,,,,,,,,m,,,red,,,,,'1515,0.0,shopify,5,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
legacy-lather-sneaker-1,,,,,,,,,m,,,green,,,,,'1516,0.0,shopify,8,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
legacy-lather-sneaker-1,,,,,,,,,m,,,blue,,,,,'1517,0.0,shopify,9,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
legacy-lather-sneaker-1,,,,,,,,,m,,,yellow,,,,,'1518,0.0,shopify,6,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
legacy-lather-sneaker-1,,,,,,,,,m,,,white,,,,,'1519,0.0,shopify,4,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
legacy-lather-sneaker-1,,,,,,,,,l,,,red,,,,,'1520,0.0,shopify,3,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
legacy-lather-sneaker-1,,,,,,,,,l,,,green,,,,,'1521,0.0,shopify,0,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
legacy-lather-sneaker-1,,,,,,,,,l,,,blue,,,,,'1522,0.0,shopify,6,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
legacy-lather-sneaker-1,,,,,,,,,l,,,yellow,,,,,'1523,0.0,shopify,8,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
legacy-lather-sneaker-1,,,,,,,,,l,,,white,,,,,'1524,0.0,shopify,10,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
legacy-lather-sneaker-1,,,,,,,,,xl,,,red,,,,,'1525,0.0,shopify,6,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
legacy-lather-sneaker-1,,,,,,,,,xl,,,green,,,,,'1526,0.0,shopify,8,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
legacy-lather-sneaker-1,,,,,,,,,xl,,,blue,,,,,'1527,0.0,shopify,9,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
legacy-lather-sneaker-1,,,,,,,,,xl,,,yellow,,,,,'1528,0.0,shopify,7,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
legacy-lather-sneaker-1,,,,,,,,,xl,,,white,,,,,'1529,0.0,shopify,5,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
legacy-lather-sneaker,Legacy Lather Sneaker,"<p>Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up one of the more obscure Latin words, consectetur, from a Lorem Ipsum passage, and going through the cites of the word in classical literature, discovered the undoubtable source. Lorem Ipsum comes from sections 1.10.32 and 1.10.33 of ""de Finibus Bonorum et Malorum"" (The Extremes of Good and Evil) by Cicero, written in 45 BC. This book is a treatise on the theory of ethics, very popular during the Renaissance. The first line of Lorem Ipsum, ""Lorem ipsum dolor sit amet.."", comes from a line in section 1.10.32.</p>
<p>The standard chunk of Lorem Ipsum used since the 1500s is reproduced below for those interested. Sections 1.10.32 and 1.10.33 from ""de Finibus Bonorum et Malorum"" by Cicero are also reproduced in their exact original form, accompanied by English versions from the 1914 translation by H. Rackham.</p>
[new_products]300[/new_products] [short_description]
<p>Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia,</p>
[/short_description] [product_description]
<p>Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up one of the more obscure Latin words, consectetur, from a Lorem Ipsum passage, and going through the cites of the word in classical literature, discovered the undoubtable source. Lorem Ipsum comes from sections 1.10.32 and 1.10.33 of ""de Finibus Bonorum et Malorum"" (The Extremes of Good and Evil) by Cicero, written in 45 BC. This book is a treatise on the theory of ethics, very popular during the Renaissance. The first line of Lorem Ipsum, ""Lorem ipsum dolor sit amet.."", comes from a line in section 1.10.32.</p>
<p>The standard chunk of Lorem Ipsum used since the 1500s is reproduced below for those interested. Sections 1.10.32 and 1.10.33 from ""de Finibus Bonorum et Malorum"" by Cicero are also reproduced in their exact original form, accompanied by English versions from the 1914 translation by H. Rackham.</p>
[/product_description]",Vendor 1,Uncategorized,Type 1,"blue, green, l, m, red, s, white, xl, yellow",true,Size,s,,Color,red,,,,,'1510,0.0,shopify,10,deny,manual,110.00,130.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/foot6.jpg?v=1725791367,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
legacy-lather-sneaker,,,,,,,,,s,,,green,,,,,'1511,0.0,shopify,8,deny,manual,110.00,130.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/foot8.jpg?v=1725791367,2,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
legacy-lather-sneaker,,,,,,,,,s,,,blue,,,,,'1512,0.0,shopify,10,deny,manual,110.00,130.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/foot10.jpg?v=1725791367,3,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
legacy-lather-sneaker,,,,,,,,,s,,,yellow,,,,,'1513,0.0,shopify,7,deny,manual,110.00,130.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/foot5.jpg?v=1725791366,4,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
legacy-lather-sneaker,,,,,,,,,s,,,white,,,,,'1514,0.0,shopify,6,deny,manual,110.00,130.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/foot1.jpg?v=1725791366,5,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
legacy-lather-sneaker,,,,,,,,,m,,,red,,,,,'1515,0.0,shopify,5,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
legacy-lather-sneaker,,,,,,,,,m,,,green,,,,,'1516,0.0,shopify,8,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
legacy-lather-sneaker,,,,,,,,,m,,,blue,,,,,'1517,0.0,shopify,9,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
legacy-lather-sneaker,,,,,,,,,m,,,yellow,,,,,'1518,0.0,shopify,6,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
legacy-lather-sneaker,,,,,,,,,m,,,white,,,,,'1519,0.0,shopify,4,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
legacy-lather-sneaker,,,,,,,,,l,,,red,,,,,'1520,0.0,shopify,3,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
legacy-lather-sneaker,,,,,,,,,l,,,green,,,,,'1521,0.0,shopify,0,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
legacy-lather-sneaker,,,,,,,,,l,,,blue,,,,,'1522,0.0,shopify,6,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
legacy-lather-sneaker,,,,,,,,,l,,,yellow,,,,,'1523,0.0,shopify,8,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
legacy-lather-sneaker,,,,,,,,,l,,,white,,,,,'1524,0.0,shopify,10,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
legacy-lather-sneaker,,,,,,,,,xl,,,red,,,,,'1525,0.0,shopify,6,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
legacy-lather-sneaker,,,,,,,,,xl,,,green,,,,,'1526,0.0,shopify,8,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
legacy-lather-sneaker,,,,,,,,,xl,,,blue,,,,,'1527,0.0,shopify,9,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
legacy-lather-sneaker,,,,,,,,,xl,,,yellow,,,,,'1528,0.0,shopify,7,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
legacy-lather-sneaker,,,,,,,,,xl,,,white,,,,,'1529,0.0,shopify,5,deny,manual,110.00,130.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
